Site,Year,Day,Month,Hour,Minutes,Value,Prediction,Band,PM10_Threshold,City_London_Site
CT4,2019,5,3,1,0,6.0,7.0,Low,0-50,Beech street
CT4,2019,5,3,4,0,6.2,7.0,Low,0-50,Beech street
CT4,2019,5,3,5,30,1.3,4.0,Low,0-50,Beech street
CT4,2019,5,3,8,0,15.7,17.0,Low,0-50,Beech street
CT4,2019,5,3,8,30,20.6,17.0,Low,0-50,Beech street
CT4,2019,5,3,9,0,19.7,19.0,Low,0-50,Beech street
CT4,2019,5,3,10,30,19.7,22.0,Low,0-50,Beech street
CT4,2019,5,3,11,30,21.9,23.0,Low,0-50,Beech street
CT4,2019,5,3,12,30,25.1,22.0,Low,0-50,Beech street
CT4,2019,5,3,14,0,25.9,27.0,Low,0-50,Beech street
CT4,2019,5,3,15,30,23.4,23.0,Low,0-50,Beech street
CT4,2019,5,3,16,0,16.8,23.0,Low,0-50,Beech street
CT4,2019,5,3,18,0,17.6,19.0,Low,0-50,Beech street
CT4,2019,5,3,20,0,15.0,15.0,Low,0-50,Beech street
CT4,2019,5,3,23,0,16.0,16.0,Low,0-50,Beech street
CT4,2019,5,3,23,30,16.9,16.0,Low,0-50,Beech street
CT4,2019,6,3,1,30,16.6,14.0,Low,0-50,Beech street
CT4,2019,6,3,3,0,14.0,16.0,Low,0-50,Beech street
CT4,2019,6,3,4,30,15.5,14.0,Low,0-50,Beech street
CT4,2019,6,3,5,30,14.8,17.0,Low,0-50,Beech street
CT4,2019,6,3,6,30,16.3,17.0,Low,0-50,Beech street
CT4,2019,6,3,10,30,19.6,21.0,Low,0-50,Beech street
CT4,2019,6,3,12,0,25.0,19.0,Low,0-50,Beech street
CT4,2019,6,3,13,30,21.2,25.0,Low,0-50,Beech street
CT4,2019,6,3,14,0,17.5,23.0,Low,0-50,Beech street
CT4,2019,6,3,14,30,17.7,21.0,Low,0-50,Beech street
CT4,2019,6,3,15,0,15.3,18.0,Low,0-50,Beech street
CT4,2019,6,3,17,30,14.4,17.0,Low,0-50,Beech street
CT4,2019,6,3,18,0,15.7,16.0,Low,0-50,Beech street
CT4,2019,6,3,18,30,14.1,16.0,Low,0-50,Beech street
CT4,2019,6,3,19,0,15.8,15.0,Low,0-50,Beech street
CT4,2019,6,3,22,0,13.4,19.0,Low,0-50,Beech street
CT4,2019,7,3,2,30,7.3,2.0,Low,0-50,Beech street
CT4,2019,7,3,3,30,10.8,8.0,Low,0-50,Beech street
CT4,2019,7,3,7,30,10.9,12.0,Low,0-50,Beech street
CT4,2019,7,3,8,30,15.4,13.0,Low,0-50,Beech street
CT4,2019,7,3,12,0,17.6,16.0,Low,0-50,Beech street
CT4,2019,7,3,13,30,28.4,24.0,Low,0-50,Beech street
CT4,2019,7,3,16,0,15.0,24.0,Low,0-50,Beech street
CT4,2019,7,3,18,0,10.0,15.0,Low,0-50,Beech street
CT4,2019,7,3,20,30,9.2,11.0,Low,0-50,Beech street
CT4,2019,7,3,21,30,5.7,8.0,Low,0-50,Beech street
CT4,2019,8,3,0,0,10.4,9.0,Low,0-50,Beech street
CT4,2019,8,3,2,30,9.3,9.0,Low,0-50,Beech street
CT4,2019,8,3,3,30,9.8,9.0,Low,0-50,Beech street
CT4,2019,8,3,8,0,29.4,16.0,Low,0-50,Beech street
CT4,2019,8,3,9,0,25.9,24.0,Low,0-50,Beech street
CT4,2019,8,3,11,30,17.9,22.0,Low,0-50,Beech street
CT4,2019,8,3,13,0,21.7,25.0,Low,0-50,Beech street
CT4,2019,8,3,14,0,23.9,24.0,Low,0-50,Beech street
CT4,2019,8,3,15,0,23.7,23.0,Low,0-50,Beech street
CT4,2019,8,3,16,0,12.1,18.0,Low,0-50,Beech street
CT4,2019,8,3,17,0,15.2,19.0,Low,0-50,Beech street
CT4,2019,8,3,18,0,16.9,19.0,Low,0-50,Beech street
CT4,2019,8,3,20,0,3.6,12.0,Low,0-50,Beech street
CT4,2019,8,3,23,30,10.9,6.0,Low,0-50,Beech street
CT4,2019,9,3,0,30,4.1,7.0,Low,0-50,Beech street
CT4,2019,9,3,1,30,4.6,6.0,Low,0-50,Beech street
CT4,2019,9,3,3,0,9.1,9.0,Low,0-50,Beech street
CT4,2019,9,3,5,0,18.4,18.0,Low,0-50,Beech street
CT4,2019,9,3,6,0,25.4,25.0,Low,0-50,Beech street
CT4,2019,9,3,6,30,26.9,26.0,Low,0-50,Beech street
CT4,2019,9,3,7,0,27.6,28.0,Low,0-50,Beech street
CT4,2019,9,3,8,0,30.8,28.0,Low,0-50,Beech street
CT4,2019,9,3,9,0,28.2,28.0,Low,0-50,Beech street
CT4,2019,9,3,9,30,33.3,30.0,Low,0-50,Beech street
CT4,2019,9,3,13,0,17.9,21.0,Low,0-50,Beech street
CT4,2019,9,3,18,30,32.7,24.0,Low,0-50,Beech street
CT4,2019,9,3,21,0,30.3,31.0,Low,0-50,Beech street
CT4,2019,9,3,22,0,35.3,30.0,Low,0-50,Beech street
CT4,2019,10,3,0,0,22.9,26.0,Low,0-50,Beech street
CT4,2019,10,3,2,0,11.1,11.0,Low,0-50,Beech street
CT4,2019,10,3,3,30,8.6,11.0,Low,0-50,Beech street
CT4,2019,10,3,8,30,0.3,15.0,Low,0-50,Beech street
CT4,2019,10,3,10,0,15.9,12.0,Low,0-50,Beech street
CT4,2019,10,3,11,0,7.8,9.0,Low,0-50,Beech street
CT4,2019,10,3,13,0,0.0,6.0,Low,0-50,Beech street
CT4,2019,10,3,14,0,9.4,3.0,Low,0-50,Beech street
CT4,2019,10,3,15,30,16.1,8.0,Low,0-50,Beech street
CT4,2019,10,3,16,30,8.0,10.0,Low,0-50,Beech street
CT4,2019,10,3,17,30,13.2,12.0,Low,0-50,Beech street
CT4,2019,10,3,22,0,9.0,5.0,Low,0-50,Beech street
CT4,2019,10,3,23,30,10.3,9.0,Low,0-50,Beech street
CT4,2019,11,3,1,30,6.4,7.0,Low,0-50,Beech street
CT4,2019,11,3,3,0,6.6,12.0,Low,0-50,Beech street
CT4,2019,11,3,4,0,7.8,8.0,Low,0-50,Beech street
CT4,2019,11,3,4,30,10.3,8.0,Low,0-50,Beech street
CT4,2019,11,3,6,30,10.2,10.0,Low,0-50,Beech street
CT4,2019,11,3,7,30,11.7,9.0,Low,0-50,Beech street
CT4,2019,11,3,8,0,13.6,12.0,Low,0-50,Beech street
CT4,2019,11,3,11,30,19.5,16.0,Low,0-50,Beech street
CT4,2019,11,3,12,0,16.6,19.0,Low,0-50,Beech street
CT4,2019,11,3,17,0,21.7,17.0,Low,0-50,Beech street
CT4,2019,11,3,20,0,23.9,22.0,Low,0-50,Beech street
CT4,2019,11,3,21,0,28.9,28.0,Low,0-50,Beech street
CT4,2019,11,3,22,0,20.3,24.0,Low,0-50,Beech street
CT4,2019,12,3,0,30,20.1,20.0,Low,0-50,Beech street
CT4,2019,12,3,2,0,23.4,22.0,Low,0-50,Beech street
CT4,2019,12,3,2,30,24.9,23.0,Low,0-50,Beech street
CT4,2019,12,3,4,0,17.8,20.0,Low,0-50,Beech street
CT4,2019,12,3,4,30,16.0,18.0,Low,0-50,Beech street
CT4,2019,12,3,5,30,10.3,16.0,Low,0-50,Beech street
CT4,2019,12,3,7,0,14.6,11.0,Low,0-50,Beech street
CT4,2019,12,3,12,0,11.6,13.0,Low,0-50,Beech street
CT4,2019,12,3,15,30,6.4,11.0,Low,0-50,Beech street
CT4,2019,12,3,18,0,8.0,10.0,Low,0-50,Beech street
CT4,2019,12,3,19,30,13.7,14.0,Low,0-50,Beech street
CT4,2019,12,3,20,0,13.4,13.0,Low,0-50,Beech street
CT4,2019,13,3,5,0,19.0,21.0,Low,0-50,Beech street
CT4,2019,13,3,7,0,16.7,20.0,Low,0-50,Beech street
CT4,2019,13,3,7,30,22.4,19.0,Low,0-50,Beech street
CT4,2019,13,3,9,30,17.3,19.0,Low,0-50,Beech street
CT4,2019,13,3,10,30,22.7,20.0,Low,0-50,Beech street
CT4,2019,13,3,11,0,19.9,22.0,Low,0-50,Beech street
CT4,2019,13,3,12,30,17.0,29.0,Low,0-50,Beech street
CT4,2019,13,3,13,30,19.9,20.0,Low,0-50,Beech street
CT4,2019,13,3,14,0,18.0,19.0,Low,0-50,Beech street
CT4,2019,13,3,16,0,10.9,15.0,Low,0-50,Beech street
CT4,2019,13,3,16,30,12.9,14.0,Low,0-50,Beech street
CT4,2019,13,3,18,0,22.4,17.0,Low,0-50,Beech street
CT4,2019,13,3,18,30,23.6,20.0,Low,0-50,Beech street
CT4,2019,13,3,19,30,21.8,21.0,Low,0-50,Beech street
CT4,2019,13,3,21,30,15.0,21.0,Low,0-50,Beech street
CT4,2019,13,3,22,30,21.5,21.0,Low,0-50,Beech street
CT4,2019,13,3,23,0,22.3,20.0,Low,0-50,Beech street
CT4,2019,13,3,23,30,16.1,21.0,Low,0-50,Beech street
CT4,2019,14,3,3,0,17.4,19.0,Low,0-50,Beech street
CT4,2019,14,3,3,30,14.8,18.0,Low,0-50,Beech street
CT4,2019,14,3,6,0,10.8,14.0,Low,0-50,Beech street
CT4,2019,14,3,7,0,7.6,12.0,Low,0-50,Beech street
CT4,2019,14,3,7,30,9.4,9.0,Low,0-50,Beech street
CT4,2019,14,3,11,0,3.6,12.0,Low,0-50,Beech street
CT4,2019,14,3,11,30,0.1,8.0,Low,0-50,Beech street
CT4,2019,14,3,12,30,9.3,16.0,Low,0-50,Beech street
CT4,2019,14,3,13,0,15.7,14.0,Low,0-50,Beech street
CT4,2019,14,3,14,30,11.7,12.0,Low,0-50,Beech street
CT4,2019,14,3,15,0,21.4,13.0,Low,0-50,Beech street
CT4,2019,14,3,16,0,12.1,17.0,Low,0-50,Beech street
CT4,2019,14,3,18,0,24.6,19.0,Low,0-50,Beech street
CT4,2019,14,3,20,0,24.4,23.0,Low,0-50,Beech street
CT4,2019,15,3,1,0,9.1,11.0,Low,0-50,Beech street
CT4,2019,15,3,2,0,5.4,9.0,Low,0-50,Beech street
CT4,2019,15,3,4,30,14.0,10.0,Low,0-50,Beech street
CT4,2019,15,3,13,0,15.9,13.0,Low,0-50,Beech street
CT4,2019,15,3,14,30,11.6,12.0,Low,0-50,Beech street
CT4,2019,15,3,16,30,10.3,11.0,Low,0-50,Beech street
CT4,2019,15,3,18,30,8.2,9.0,Low,0-50,Beech street
CT4,2019,15,3,19,0,10.7,9.0,Low,0-50,Beech street
CT4,2019,15,3,19,30,7.6,11.0,Low,0-50,Beech street
CT4,2019,15,3,20,0,5.4,9.0,Low,0-50,Beech street
CT4,2019,16,3,0,0,7.7,8.0,Low,0-50,Beech street
CT4,2019,16,3,2,30,10.1,11.0,Low,0-50,Beech street
CT4,2019,16,3,3,0,12.3,11.0,Low,0-50,Beech street
CT4,2019,16,3,5,0,14.1,12.0,Low,0-50,Beech street
CT4,2019,16,3,6,30,13.0,14.0,Low,0-50,Beech street
CT4,2019,16,3,7,0,9.4,14.0,Low,0-50,Beech street
CT4,2019,16,3,8,0,10.4,15.0,Low,0-50,Beech street
CT4,2019,16,3,9,30,13.6,14.0,Low,0-50,Beech street
CT4,2019,16,3,12,30,19.1,14.0,Low,0-50,Beech street
CT4,2019,16,3,14,0,15.6,15.0,Low,0-50,Beech street
CT4,2019,16,3,15,0,15.8,16.0,Low,0-50,Beech street
CT4,2019,16,3,15,30,16.7,15.0,Low,0-50,Beech street
CT4,2019,16,3,16,30,31.1,21.0,Low,0-50,Beech street
CT4,2019,16,3,18,30,13.8,20.0,Low,0-50,Beech street
CT4,2019,16,3,21,0,6.5,11.0,Low,0-50,Beech street
CT4,2019,16,3,23,0,5.3,13.0,Low,0-50,Beech street
CT4,2019,16,3,23,30,3.4,9.0,Low,0-50,Beech street
CT4,2019,17,3,0,30,-0.7,0.0,Low,0-50,Beech street
CT4,2019,17,3,1,30,4.9,5.0,Low,0-50,Beech street
CT4,2019,17,3,2,30,7.2,6.0,Low,0-50,Beech street
CT4,2019,17,3,3,30,8.1,8.0,Low,0-50,Beech street
CT4,2019,17,3,4,0,4.7,9.0,Low,0-50,Beech street
CT4,2019,17,3,4,30,3.7,6.0,Low,0-50,Beech street
CT4,2019,17,3,9,30,5.0,5.0,Low,0-50,Beech street
CT4,2019,17,3,11,0,5.3,10.0,Low,0-50,Beech street
CT4,2019,17,3,11,30,6.3,7.0,Low,0-50,Beech street
CT4,2019,17,3,14,30,2.0,8.0,Low,0-50,Beech street
CT4,2019,17,3,16,0,3.1,11.0,Low,0-50,Beech street
CT4,2019,17,3,17,30,12.8,9.0,Low,0-50,Beech street
CT4,2019,17,3,19,30,10.2,17.0,Low,0-50,Beech street
CT4,2019,17,3,20,0,5.8,10.0,Low,0-50,Beech street
CT4,2019,17,3,21,0,8.1,9.0,Low,0-50,Beech street
CT4,2019,17,3,23,0,6.7,11.0,Low,0-50,Beech street
CT4,2019,18,3,0,0,8.7,8.0,Low,0-50,Beech street
CT4,2019,18,3,2,0,13.3,9.0,Low,0-50,Beech street
CT4,2019,18,3,5,30,15.1,14.0,Low,0-50,Beech street
CT4,2019,18,3,7,30,20.0,16.0,Low,0-50,Beech street
CT4,2019,18,3,9,0,23.5,26.0,Low,0-50,Beech street
CT4,2019,18,3,9,30,30.4,27.0,Low,0-50,Beech street
CT4,2019,18,3,10,0,26.7,27.0,Low,0-50,Beech street
CT4,2019,18,3,11,0,28.7,27.0,Low,0-50,Beech street
CT4,2019,18,3,11,30,34.0,26.0,Low,0-50,Beech street
CT4,2019,18,3,15,0,93.4,21.0,Low,0-50,Beech street
CT4,2019,18,3,15,30,20.9,41.0,Low,0-50,Beech street
CT4,2019,18,3,16,0,14.0,17.0,Low,0-50,Beech street
CT4,2019,18,3,18,0,22.1,23.0,Low,0-50,Beech street
CT4,2019,18,3,18,30,35.9,24.0,Low,0-50,Beech street
CT4,2019,18,3,19,0,36.4,26.0,Low,0-50,Beech street
CT4,2019,18,3,22,0,21.6,15.0,Low,0-50,Beech street
CT4,2019,18,3,22,30,19.3,21.0,Low,0-50,Beech street
CT4,2019,18,3,23,0,22.2,18.0,Low,0-50,Beech street
CT4,2019,19,3,1,0,16.6,18.0,Low,0-50,Beech street
CT4,2019,19,3,2,0,16.1,15.0,Low,0-50,Beech street
CT4,2019,19,3,2,30,14.7,16.0,Low,0-50,Beech street
CT4,2019,19,3,4,0,15.5,17.0,Low,0-50,Beech street
CT4,2019,19,3,7,30,14.2,19.0,Low,0-50,Beech street
CT4,2019,19,3,10,30,22.7,27.0,Low,0-50,Beech street
CT4,2019,19,3,11,0,22.3,24.0,Low,0-50,Beech street
CT4,2019,19,3,11,30,84.4,23.0,Low,0-50,Beech street
CT4,2019,19,3,14,30,24.3,23.0,Low,0-50,Beech street
CT4,2019,19,3,15,0,21.9,24.0,Low,0-50,Beech street
CT4,2019,19,3,16,30,18.9,23.0,Low,0-50,Beech street
CT4,2019,19,3,18,0,18.3,19.0,Low,0-50,Beech street
CT4,2019,19,3,19,30,21.4,21.0,Low,0-50,Beech street
CT4,2019,19,3,20,0,25.3,20.0,Low,0-50,Beech street
CT4,2019,19,3,21,0,24.3,24.0,Low,0-50,Beech street
CT4,2019,19,3,22,0,23.9,24.0,Low,0-50,Beech street
CT4,2019,19,3,23,30,22.2,26.0,Low,0-50,Beech street
CT4,2019,20,3,0,0,18.5,21.0,Low,0-50,Beech street
CT4,2019,20,3,1,0,19.5,16.0,Low,0-50,Beech street
CT4,2019,20,3,2,0,13.9,17.0,Low,0-50,Beech street
CT4,2019,20,3,4,0,8.8,11.0,Low,0-50,Beech street
CT4,2019,20,3,4,30,8.9,10.0,Low,0-50,Beech street
CT4,2019,20,3,5,30,9.8,9.0,Low,0-50,Beech street
CT4,2019,20,3,7,0,9.4,12.0,Low,0-50,Beech street
CT4,2019,20,3,8,0,16.4,13.0,Low,0-50,Beech street
CT4,2019,20,3,9,30,17.3,22.0,Low,0-50,Beech street
CT4,2019,20,3,14,30,26.4,19.0,Low,0-50,Beech street
CT4,2019,20,3,16,0,19.1,17.0,Low,0-50,Beech street
CT4,2019,20,3,21,0,13.7,15.0,Low,0-50,Beech street
CT4,2019,20,3,23,0,13.9,14.0,Low,0-50,Beech street
CT4,2019,21,3,0,30,12.8,13.0,Low,0-50,Beech street
CT4,2019,21,3,4,30,11.7,11.0,Low,0-50,Beech street
CT4,2019,21,3,7,0,12.9,18.0,Low,0-50,Beech street
CT4,2019,21,3,8,30,17.7,19.0,Low,0-50,Beech street
CT4,2019,21,3,11,30,35.9,27.0,Low,0-50,Beech street
CT4,2019,21,3,12,30,33.3,21.0,Low,0-50,Beech street
CT4,2019,21,3,14,30,51.9,26.0,Low,0-50,Beech street
CT4,2019,21,3,15,30,41.2,44.0,Low,0-50,Beech street
CT4,2019,21,3,16,0,46.0,38.0,Low,0-50,Beech street
CT4,2019,21,3,17,0,29.5,33.0,Low,0-50,Beech street
CT4,2019,21,3,21,0,26.1,24.0,Low,0-50,Beech street
CT4,2019,21,3,22,0,25.1,24.0,Low,0-50,Beech street
CT4,2019,21,3,23,0,18.6,22.0,Low,0-50,Beech street
CT4,2019,21,3,23,30,14.2,20.0,Low,0-50,Beech street
CT4,2019,22,3,1,0,12.5,16.0,Low,0-50,Beech street
CT4,2019,22,3,3,30,14.3,15.0,Low,0-50,Beech street
CT4,2019,22,3,7,0,13.8,20.0,Low,0-50,Beech street
CT4,2019,22,3,9,0,19.8,20.0,Low,0-50,Beech street
CT4,2019,22,3,9,30,19.8,21.0,Low,0-50,Beech street
CT4,2019,22,3,13,0,25.5,23.0,Low,0-50,Beech street
CT4,2019,22,3,14,0,27.4,23.0,Low,0-50,Beech street
CT4,2019,22,3,14,30,20.0,26.0,Low,0-50,Beech street
CT4,2019,22,3,17,0,25.7,25.0,Low,0-50,Beech street
CT4,2019,22,3,17,30,25.3,27.0,Low,0-50,Beech street
CT4,2019,22,3,19,0,18.8,28.0,Low,0-50,Beech street
CT4,2019,22,3,21,30,24.1,23.0,Low,0-50,Beech street
CT4,2019,23,3,2,30,20.6,22.0,Low,0-50,Beech street
CT4,2019,23,3,4,30,21.6,23.0,Low,0-50,Beech street
CT4,2019,23,3,8,0,22.4,28.0,Low,0-50,Beech street
CT4,2019,23,3,9,30,30.1,30.0,Low,0-50,Beech street
CT4,2019,23,3,10,30,25.8,26.0,Low,0-50,Beech street
CT4,2019,23,3,11,0,36.1,27.0,Low,0-50,Beech street
CT4,2019,23,3,13,30,25.5,27.0,Low,0-50,Beech street
CT4,2019,23,3,15,0,27.9,24.0,Low,0-50,Beech street
CT4,2019,23,3,15,30,35.3,27.0,Low,0-50,Beech street
CT4,2019,23,3,17,0,26.1,27.0,Low,0-50,Beech street
CT4,2019,23,3,17,30,19.1,27.0,Low,0-50,Beech street
CT4,2019,23,3,18,0,20.8,23.0,Low,0-50,Beech street
CT4,2019,23,3,20,0,23.2,19.0,Low,0-50,Beech street
CT4,2019,23,3,22,30,32.5,30.0,Low,0-50,Beech street
CT4,2019,24,3,0,0,30.7,36.0,Low,0-50,Beech street
CT4,2019,24,3,3,0,27.0,27.0,Low,0-50,Beech street
CT4,2019,24,3,5,30,26.3,29.0,Low,0-50,Beech street
CT4,2019,24,3,6,0,31.2,29.0,Low,0-50,Beech street
CT4,2019,24,3,8,30,23.1,34.0,Low,0-50,Beech street
CT4,2019,24,3,10,30,28.1,22.0,Low,0-50,Beech street
CT4,2019,24,3,11,30,36.6,28.0,Low,0-50,Beech street
CT4,2019,24,3,13,0,20.2,26.0,Low,0-50,Beech street
CT4,2019,24,3,15,0,20.8,22.0,Low,0-50,Beech street
CT4,2019,24,3,16,30,19.0,22.0,Low,0-50,Beech street
CT4,2019,24,3,17,30,14.0,17.0,Low,0-50,Beech street
CT4,2019,24,3,20,0,13.5,16.0,Low,0-50,Beech street
CT4,2019,24,3,22,0,12.8,17.0,Low,0-50,Beech street
CT4,2019,25,3,1,0,13.8,14.0,Low,0-50,Beech street
CT4,2019,25,3,2,0,12.4,12.0,Low,0-50,Beech street
CT4,2019,25,3,3,0,17.0,12.0,Low,0-50,Beech street
CT4,2019,25,3,3,30,8.9,16.0,Low,0-50,Beech street
CT4,2019,25,3,5,0,20.4,19.0,Low,0-50,Beech street
CT4,2019,25,3,6,0,18.3,22.0,Low,0-50,Beech street
CT4,2019,25,3,9,0,16.9,26.0,Low,0-50,Beech street
CT4,2019,25,3,10,30,15.3,18.0,Low,0-50,Beech street
CT4,2019,25,3,14,0,26.8,24.0,Low,0-50,Beech street
CT4,2019,25,3,17,30,45.5,34.0,Low,0-50,Beech street
CT4,2019,25,3,18,0,41.2,34.0,Low,0-50,Beech street
CT4,2019,25,3,19,30,53.7,45.0,Low,0-50,Beech street
CT4,2019,25,3,21,30,30.7,31.0,Low,0-50,Beech street
CT4,2019,25,3,22,0,29.9,31.0,Low,0-50,Beech street
CT4,2019,25,3,23,30,29.3,31.0,Low,0-50,Beech street
CT4,2019,26,3,1,0,29.5,32.0,Low,0-50,Beech street
CT4,2019,26,3,3,30,22.4,26.0,Low,0-50,Beech street
CT4,2019,26,3,4,0,23.0,24.0,Low,0-50,Beech street
CT4,2019,26,3,4,30,28.8,24.0,Low,0-50,Beech street
CT4,2019,26,3,5,30,29.0,28.0,Low,0-50,Beech street
CT4,2019,26,3,9,30,24.3,47.0,Low,0-50,Beech street
CT4,2019,26,3,10,30,25.2,41.0,Low,0-50,Beech street
CT4,2019,26,3,14,0,18.1,24.0,Low,0-50,Beech street
CT4,2019,26,3,15,0,17.2,25.0,Low,0-50,Beech street
CT4,2019,26,3,17,0,36.8,28.0,Low,0-50,Beech street
CT4,2019,26,3,17,30,61.2,34.0,Low,0-50,Beech street
CT4,2019,26,3,18,0,46.5,47.0,Low,0-50,Beech street
CT4,2019,26,3,20,30,30.7,48.0,Low,0-50,Beech street
CT4,2019,26,3,22,30,43.0,36.0,Low,0-50,Beech street
CT4,2019,26,3,23,30,24.5,49.0,Low,0-50,Beech street
CT4,2019,27,3,0,30,19.8,23.0,Low,0-50,Beech street
CT4,2019,27,3,3,0,12.5,14.0,Low,0-50,Beech street
CT4,2019,27,3,5,0,14.4,15.0,Low,0-50,Beech street
CT4,2019,27,3,6,0,26.9,19.0,Low,0-50,Beech street
CT4,2019,27,3,6,30,29.1,26.0,Low,0-50,Beech street
CT4,2019,27,3,11,30,11.5,28.0,Low,0-50,Beech street
CT4,2019,27,3,12,30,14.7,10.0,Low,0-50,Beech street
CT4,2019,27,3,13,0,35.6,14.0,Low,0-50,Beech street
CT4,2019,27,3,16,0,17.4,15.0,Low,0-50,Beech street
CT4,2019,27,3,17,0,37.5,25.0,Low,0-50,Beech street
CT4,2019,27,3,17,30,24.1,30.0,Low,0-50,Beech street
CT4,2019,27,3,18,0,39.4,27.0,Low,0-50,Beech street
CT4,2019,27,3,22,0,43.0,36.0,Low,0-50,Beech street
CT4,2019,27,3,23,0,43.2,44.0,Low,0-50,Beech street
CT4,2019,28,3,0,0,36.1,37.0,Low,0-50,Beech street
CT4,2019,28,3,0,30,34.8,35.0,Low,0-50,Beech street
CT4,2019,28,3,3,0,20.6,26.0,Low,0-50,Beech street
CT4,2019,28,3,4,0,22.3,24.0,Low,0-50,Beech street
CT4,2019,28,3,5,0,23.0,30.0,Low,0-50,Beech street
CT4,2019,28,3,7,0,37.4,39.0,Low,0-50,Beech street
CT4,2019,28,3,9,0,61.1,49.0,Low,0-50,Beech street
CT4,2019,28,3,13,0,23.0,21.0,Low,0-50,Beech street
CT4,2019,28,3,14,0,22.9,22.0,Low,0-50,Beech street
CT4,2019,28,3,14,30,41.0,29.0,Low,0-50,Beech street
CT4,2019,28,3,17,30,30.0,28.0,Low,0-50,Beech street
CT4,2019,28,3,19,0,25.4,26.0,Low,0-50,Beech street
CT4,2019,28,3,23,30,24.6,26.0,Low,0-50,Beech street
CT4,2019,29,3,1,30,23.2,25.0,Low,0-50,Beech street
CT4,2019,29,3,5,30,23.3,25.0,Low,0-50,Beech street
CT4,2019,29,3,6,0,23.2,26.0,Low,0-50,Beech street
CT4,2019,29,3,6,30,17.8,25.0,Low,0-50,Beech street
CT4,2019,29,3,9,30,43.0,36.0,Low,0-50,Beech street
CT4,2019,29,3,10,0,39.6,40.0,Low,0-50,Beech street
CT4,2019,29,3,17,0,45.1,47.0,Low,0-50,Beech street
CT4,2019,30,3,14,30,41.9,41.0,Low,0-50,Beech street
CT4,2019,31,3,5,30,51.1,50.0,Low,0-50,Beech street
CT4,2019,31,3,10,0,16.8,21.0,Low,0-50,Beech street
CT4,2019,31,3,10,30,19.3,20.0,Low,0-50,Beech street
CT4,2019,31,3,12,30,22.4,22.0,Low,0-50,Beech street
CT4,2019,31,3,14,30,26.4,23.0,Low,0-50,Beech street
CT4,2019,31,3,20,30,19.4,21.0,Low,0-50,Beech street
CT4,2019,31,3,21,30,25.9,22.0,Low,0-50,Beech street
CT4,2019,31,3,22,0,18.8,24.0,Low,0-50,Beech street
CT4,2019,1,4,0,0,19.0,21.0,Low,0-50,Beech street
CT4,2019,1,4,0,30,18.3,18.0,Low,0-50,Beech street
CT4,2019,1,4,3,0,23.8,23.0,Low,0-50,Beech street
CT4,2019,1,4,5,0,27.4,35.0,Low,0-50,Beech street
CT4,2019,1,4,7,0,39.0,38.0,Low,0-50,Beech street
CT4,2019,1,4,8,0,44.5,46.0,Low,0-50,Beech street
CT4,2019,1,4,9,0,37.2,41.0,Low,0-50,Beech street
CT4,2019,1,4,10,0,30.9,31.0,Low,0-50,Beech street
CT4,2019,1,4,12,0,27.4,27.0,Low,0-50,Beech street
CT4,2019,1,4,13,30,44.0,27.0,Low,0-50,Beech street
CT4,2019,1,4,14,0,39.5,34.0,Low,0-50,Beech street
CT4,2019,1,4,15,0,27.1,37.0,Low,0-50,Beech street
CT4,2019,1,4,16,30,31.6,32.0,Low,0-50,Beech street
CT4,2019,1,4,17,0,22.2,32.0,Low,0-50,Beech street
CT4,2019,1,4,18,30,28.0,19.0,Low,0-50,Beech street
CT4,2019,1,4,20,30,28.3,31.0,Low,0-50,Beech street
CT4,2019,1,4,22,30,35.9,35.0,Low,0-50,Beech street
CT4,2019,2,4,3,30,40.1,39.0,Low,0-50,Beech street
CT4,2019,2,4,14,0,15.2,11.0,Low,0-50,Beech street
CT4,2019,2,4,16,0,8.6,16.0,Low,0-50,Beech street
CT4,2019,2,4,17,30,22.5,12.0,Low,0-50,Beech street
CT4,2019,2,4,19,0,7.6,13.0,Low,0-50,Beech street
CT4,2019,2,4,21,30,1.8,18.0,Low,0-50,Beech street
CT4,2019,2,4,22,0,12.4,13.0,Low,0-50,Beech street
CT4,2019,2,4,23,30,15.0,12.0,Low,0-50,Beech street
CT4,2019,3,4,1,0,5.9,14.0,Low,0-50,Beech street
CT4,2019,3,4,2,0,13.7,12.0,Low,0-50,Beech street
CT4,2019,3,4,4,30,25.0,13.0,Low,0-50,Beech street
CT4,2019,3,4,6,0,38.2,29.0,Low,0-50,Beech street
CT4,2019,3,4,8,30,45.4,34.0,Low,0-50,Beech street
CT4,2019,3,4,18,0,12.1,19.0,Low,0-50,Beech street
CT4,2019,3,4,19,0,11.7,18.0,Low,0-50,Beech street
CT4,2019,3,4,20,0,8.5,13.0,Low,0-50,Beech street
CT4,2019,4,4,0,30,5.6,9.0,Low,0-50,Beech street
CT4,2019,4,4,3,30,1.6,5.0,Low,0-50,Beech street
CT4,2019,4,4,5,30,0.4,5.0,Low,0-50,Beech street
CT4,2019,4,4,6,30,2.9,4.0,Low,0-50,Beech street
CT4,2019,4,4,8,30,8.5,10.0,Low,0-50,Beech street
CT4,2019,4,4,9,30,2.9,8.0,Low,0-50,Beech street
CT4,2019,4,4,10,30,20.5,10.0,Low,0-50,Beech street
CT4,2019,4,4,12,30,10.1,14.0,Low,0-50,Beech street
