Site,Year,Day,Month,Hour,Minutes,Value,Prediction,Band,PM10_Threshold,City_London_Site
CT3,2019,29,10,21,0,18.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,1,0,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,3,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,4,30,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,8,0,28.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,8,30,28.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,10,30,22.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,12,0,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,14,0,19.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,15,0,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,15,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,16,0,25.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,17,30,14.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,19,30,28.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,21,30,33.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,23,0,28.0,29.0,Low,0-50,Sir John Cass School
CT3,2019,30,10,23,30,28.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,0,0,33.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,4,0,25.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,4,30,25.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,7,0,34.0,34.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,7,30,34.0,35.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,8,0,46.0,34.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,8,30,46.0,41.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,9,30,40.0,41.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,10,30,34.0,33.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,15,0,28.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,15,30,28.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,16,0,31.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,18,0,32.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,31,10,19,30,38.0,38.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,0,30,32.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,1,0,36.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,2,0,33.0,34.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,4,0,23.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,6,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,8,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,11,30,10.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,12,30,21.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,13,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,13,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,14,0,17.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,16,0,13.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,1,11,23,30,8.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,2,0,3.0,6.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,4,0,12.0,3.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,5,0,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,6,30,28.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,7,0,14.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,8,30,25.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,9,0,22.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,16,0,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,16,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,17,0,9.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,17,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,18,30,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,19,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,20,0,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,2,11,23,30,19.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,3,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,4,0,21.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,5,0,18.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,5,30,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,7,0,13.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,8,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,11,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,14,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,15,0,4.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,16,0,14.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,3,11,21,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,2,30,12.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,4,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,5,0,13.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,5,30,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,6,0,8.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,9,30,27.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,10,30,30.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,13,0,13.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,17,0,19.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,18,30,15.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,21,30,28.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,4,11,23,0,25.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,1,0,26.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,1,30,26.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,2,0,22.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,2,30,22.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,4,30,22.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,5,0,26.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,7,0,13.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,8,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,9,0,19.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,11,30,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,12,0,23.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,13,30,25.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,14,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,17,0,13.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,17,30,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,18,0,13.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,20,30,20.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,22,30,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,5,11,23,30,23.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,1,0,22.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,2,0,23.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,3,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,4,0,27.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,4,30,27.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,6,30,35.0,36.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,8,0,43.0,34.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,9,30,40.0,41.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,10,0,48.0,37.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,10,30,48.0,43.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,11,30,45.0,44.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,12,0,45.0,42.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,14,30,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,16,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,21,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,22,0,17.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,22,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,6,11,23,0,13.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,0,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,1,0,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,2,0,8.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,4,30,13.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,6,0,16.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,7,0,10.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,8,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,11,30,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,12,0,18.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,13,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,14,30,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,15,0,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,15,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,17,0,27.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,17,30,27.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,19,0,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,21,30,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,22,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,7,11,23,0,18.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,1,0,12.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,1,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,3,30,22.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,4,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,5,0,24.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,5,30,24.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,10,30,24.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,14,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,16,30,24.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,19,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,8,11,22,0,23.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,0,0,20.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,0,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,3,0,23.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,4,0,18.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,5,0,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,5,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,7,0,23.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,11,0,21.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,12,0,17.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,14,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,17,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,19,0,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,20,0,18.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,9,11,22,0,12.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,11,11,15,30,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,11,11,16,0,14.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,11,11,18,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,11,11,19,0,13.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,11,11,20,0,18.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,11,11,20,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,0,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,2,0,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,5,0,11.0,5.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,5,30,11.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,8,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,10,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,11,0,23.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,11,30,23.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,14,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,15,0,13.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,19,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,20,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,22,30,9.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,23,0,9.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,12,11,23,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,0,30,8.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,1,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,3,0,7.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,5,0,10.0,7.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,8,0,23.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,8,30,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,9,30,21.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,11,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,13,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,15,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,17,0,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,17,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,18,0,18.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,19,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,20,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,21,0,10.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,13,11,23,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,0,0,13.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,1,0,8.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,2,30,8.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,4,30,6.0,7.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,5,0,8.0,7.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,6,0,7.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,6,30,7.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,7,30,6.0,7.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,8,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,9,30,12.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,10,0,8.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,10,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,11,30,11.0,11.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,13,30,13.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,15,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,19,30,26.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,22,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,14,11,23,0,19.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,1,0,17.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,2,0,10.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,3,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,5,0,16.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,6,0,18.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,6,30,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,7,30,13.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,8,0,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,8,30,16.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,13,0,24.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,15,0,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,21,30,22.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,15,11,22,30,27.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,0,0,21.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,1,30,21.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,4,0,12.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,5,30,12.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,6,30,17.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,7,30,17.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,9,0,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,10,0,18.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,12,0,14.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,16,0,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,16,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,17,30,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,18,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,16,11,19,30,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,0,30,19.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,1,30,28.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,2,30,26.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,8,30,25.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,10,0,32.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,10,30,32.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,12,0,28.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,12,30,28.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,13,0,21.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,14,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,15,0,25.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,15,30,25.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,19,0,33.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,19,30,33.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,20,0,32.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,20,30,32.0,32.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,21,30,30.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,22,0,28.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,17,11,22,30,28.0,29.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,2,30,8.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,3,30,13.0,12.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,4,30,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,5,30,13.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,10,0,13.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,12,0,17.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,13,0,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,15,0,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,15,30,16.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,16,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,17,0,14.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,17,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,18,0,20.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,20,0,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,21,0,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,21,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,18,11,23,0,13.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,3,0,23.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,3,30,23.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,4,0,21.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,6,0,26.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,7,0,23.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,9,0,33.0,29.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,11,0,30.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,11,30,30.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,17,0,19.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,19,11,23,30,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,0,0,14.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,3,0,8.0,10.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,4,0,9.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,6,0,14.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,6,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,7,0,11.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,8,0,18.0,13.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,8,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,9,0,23.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,10,30,18.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,11,0,16.0,18.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,12,0,14.0,16.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,12,30,14.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,14,30,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,15,30,16.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,16,0,15.0,15.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,17,30,21.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,20,11,22,0,18.0,21.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,1,0,20.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,3,0,14.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,3,30,14.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,4,0,20.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,5,0,23.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,5,30,23.0,23.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,6,30,18.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,7,0,22.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,8,0,26.0,22.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,9,0,28.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,11,0,33.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,12,0,31.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,13,0,32.0,30.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,15,0,39.0,37.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,16,30,33.0,33.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,17,0,30.0,31.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,18,30,26.0,29.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,19,0,28.0,28.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,22,0,26.0,26.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,22,30,26.0,27.0,Low,0-50,Sir John Cass School
CT3,2019,21,11,23,0,26.0,25.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,0,0,20.0,24.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,0,30,20.0,19.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,3,0,7.0,9.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,4,0,6.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,8,30,8.0,8.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,13,0,18.0,14.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,15,0,19.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,16,30,18.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,17,0,20.0,17.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,18,0,15.0,20.0,Low,0-50,Sir John Cass School
CT3,2019,22,11,20,30,23.0,22.0,Low,0-50,Sir John Cass School
